prompt,completion
.	c
"
"They were just playing and be acsident , Peter shoot him .","They	c
were	c
just	c
playing	c
and	c
be	i
acsident	i
,	c
Peter	c
shoot	i
him	c
.	c
"
"I was there , I saw it .","I	c
was	c
there	c
,	c
I	c
saw	c
it	c
.	c
"
"I hoped that it , just could see 3 people , but it was mistake ... Pat saw it !","I	c
hoped	i
that	c
it	c
,	c
just	i
could	i
see	i
3	i
people	c
,	c
but	c
it	i
was	c
mistake	i
...	c
Pat	c
saw	c
it	c
!	c
"
"We spoke with Pat many times to keep this secret , not to tell anyone .","We	c
spoke	i
with	i
Pat	c
many	c
times	c
to	c
keep	c
this	c
secret	c
,	c
not	c
to	c
tell	c
anyone	c
.	c
"
We trusted him .,"We	c
trusted	c
him	c
.	c
"
"At first several days , Pat all the time was with us .","At	i
first	c
several	i
days	c
,	c
Pat	c
all	i
the	i
time	i
was	i
with	i
us	i
.	c
"
"He promised to keep secret , in the next morning we had arguiment with Pat , 3 of us were shouting at each other , in shorter Pat went away from us .","He	c
promised	c
to	c
keep	c
secret	i
,	i
in	i
the	i
next	c
morning	c
we	c
had	c
arguiment	i
with	c
Pat	c
,	c
3	i
of	c
us	c
were	c
shouting	c
at	c
each	c
other	c
,	i
in	i
shorter	i
Pat	c
went	i
away	i
from	i
us	c
.	c
"
"Two days later in the morning , the policeman came to Peter ...","Two	c
days	c
later	c
in	c
the	c
morning	c
,	c
the	i
policeman	c
came	c
to	c
Peter	i
...	c
"
"So , now my best friend is prisoner .","So	c
,	c
now	c
my	c
best	c
friend	c
is	c
prisoner	i
.	c
"
All the time I am thinking about Peter .,"All	c
the	c
time	c
I	c
am	c
thinking	c
about	c
Peter	c
.	c
"
I do n't forget him .,"I	c
do	c
n't	c
forget	c
him	c
.	c
"
He will be in the prison 5 years .,"He	c
will	c
be	c
in	c
the	c
prison	c
5	i
years	c
.	c
"
By the way I do n't see Pat about one year .,"By	c
the	c
way	c
I	c
do	i
n't	i
see	i
Pat	c
about	i
one	c
year	c
.	c
"
"Perhaps , he moved into another town .","Perhaps	c
,	c
he	c
moved	c
into	i
another	c
town	c
.	c
"
It 's good that he far away ...,"It	c
's	c
good	c
that	c
he	c
far	i
away	c
...	c
"
"I miss Peter very much , it 's unfair to put him in a prison .","I	c
miss	c
Peter	c
very	c
much	c
,	c
it	c
's	c
unfair	c
to	c
put	c
him	c
in	c
a	c
prison	c
.	c
"
"But it 's life , destiny , very cruel destiny ... Dear Ms Ryan , I am writing to you regarding the letter you sent me , about the two weeks at Camp California that I won .","But	c
it	c
's	c
life	c
,	c
destiny	c
,	c
very	c
cruel	c
destiny	c
...	c
Dear	c
Ms	c
Ryan	c
,	c
I	c
am	c
writing	c
to	c
you	c
regarding	c
the	c
letter	c
you	c
sent	c
me	c
,	c
about	c
the	c
two	c
weeks	c
at	c
Camp	c
California	c
that	c
I	c
won	c
.	c
"
"Firstly , I would like to travel in July because I have 2 weeks off in the beginning of the month .","Firstly	c
,	c
I	c
would	c
like	c
to	c
travel	c
in	c
July	c
because	c
I	c
have	c
2	c
weeks	c
off	c
in	i
the	c
beginning	c
of	c
the	c
month	c
.	c
"
"For the accommodation , I would prefer in tents because I like adventure and simplicity .","For	c
the	c
accommodation	c
,	c
I	c
would	c
prefer	c
in	c
tents	i
because	c
I	c
like	c
adventure	c
and	c
simplicity	c
.	c
"
"Concerning the available activities , firstly , I would choose climbing because I have practised it for many years .","Concerning	c
the	c
available	c
activities	c
,	c
firstly	c
,	c
I	c
would	c
choose	c
climbing	c
because	c
I	c
have	c
practised	i
it	c
for	c
many	c
years	c
.	c
"
"Secondely , I am interested in discovering something that I have never done , so I would like to do sailing .","Secondely	i
,	c
I	c
am	c
interested	c
in	c
discovering	i
something	c
that	c
I	c
have	c
never	c
done	c
,	c
so	c
I	c
would	c
like	c
to	c
do	c
sailing	c
.	c
"
"Finally , I was wondering if some special clothes are required and how much pocket money I need for this trip ?","Finally	c
,	c
I	c
was	c
wondering	c
if	c
some	i
special	c
clothes	c
are	c
required	c
and	c
how	c
much	c
pocket	c
money	c
I	c
need	c
for	c
this	c
trip	c
?	c
"
I thank you in advanced and looking forward to your reply .,"I	c
thank	c
you	c
in	c
advanced	i
and	c
looking	i
forward	c
to	c
your	c
reply	c
.	c
"
"Yours sincerely Dear Kim , I 'm writing to you to relate my experience in helping at a pop concert last month .","Yours	c
sincerely	c
Dear	c
Kim	c
,	c
I	c
'm	c
writing	c
to	c
you	c
to	c
relate	i
my	c
experience	c
in	c
helping	c
at	c
a	c
pop	c
concert	c
last	c
month	c
.	c
"
"First of all , I would like to tell you that I 've never had a such good time in my life !","First	c
of	c
all	c
,	c
I	c
would	c
like	c
to	c
tell	c
you	c
that	c
I	c
've	c
never	c
had	c
a	i
such	i
good	c
time	c
in	c
my	c
life	c
!	c
"
The day one consisted in surrounding the festival 's place with fences .,"The	c
day	i
one	i
consisted	c
in	c
surrounding	c
the	c
festival	c
's	c
place	i
with	c
fences	c
.	c
"
"The second day objective was to install the scene , with lights , loudspeakers and all stuff .","The	c
second	c
day	c
objective	i
was	c
to	c
install	c
the	c
scene	i
,	c
with	c
lights	c
,	c
loudspeakers	c
and	c
all	c
stuff	i
.	c
"
"This job was quite hard , but we took enough time to be not exhausted !","This	c
job	c
was	c
quite	c
hard	c
,	c
but	c
we	c
took	c
enough	i
time	c
to	c
be	c
not	c
exhausted	c
!	c
"
"The last day , in fact the concert day was absolutely fantastic .","The	c
last	c
day	c
,	c
in	i
fact	i
the	i
concert	i
day	i
was	c
absolutely	c
fantastic	c
.	c
"
"The public was so excited to see the concert that we had to place some bouncer front of the scene , to avoid the people coming on the concert floor .","The	c
public	i
was	c
so	c
excited	c
to	c
see	c
the	c
concert	c
that	c
we	c
had	c
to	c
place	c
some	c
bouncer	i
front	i
of	c
the	c
scene	i
,	c
to	c
avoid	i
the	c
people	c
coming	c
on	c
the	c
concert	c
floor	c
.	c
"
"Finally , the concert was exactly that the people were expected .","Finally	c
,	c
the	c
concert	c
was	c
exactly	c
that	i
the	c
people	c
were	c
expected	i
.	c
"
I hop that the next time you will come with me !,"I	c
hop	i
that	c
the	c
next	c
time	c
you	c
will	c
come	c
with	c
me	c
!	c
"
I 'm looking forward to hearing your impressions about this !,"I	c
'm	c
looking	c
forward	c
to	c
hearing	c
your	i
impressions	i
about	c
this	c
!	c
"
See you soon .,"See	c
you	c
soon	c
.	c
"
"Dear Clark , I am writing to you because I would like to give my personal opinion about the ' international arts festival . '","Dear	c
Clark	c
,	c
I	c
am	c
writing	c
to	c
you	c
because	c
I	c
would	c
like	c
to	c
give	c
my	c
personal	c
opinion	c
about	c
the	c
'	c
international	c
arts	c
festival	c
.	c
'	c
"
First of all I have to say that the whole festival was a greatful success and I also think you chose an appropriate title for the leaflet .,"First	c
of	c
all	c
I	c
have	c
to	c
say	c
that	c
the	c
whole	c
festival	c
was	c
a	c
greatful	i
success	c
and	c
I	c
also	c
think	c
you	c
chose	c
an	c
appropriate	c
title	c
for	c
the	c
leaflet	c
.	c
"
"However , there are some points which can be improved for the next year .","However	c
,	c
there	c
are	c
some	c
points	c
which	c
can	c
be	c
improved	c
for	c
the	c
next	c
year	c
.	c
"
"To begin with , you wrote down in the leaflet that stars and artists from around the world could be seen in the performance in fact their were only six countries involved .","To	c
begin	c
with	c
,	c
you	c
wrote	c
down	c
in	c
the	c
leaflet	c
that	c
stars	c
and	c
artists	c
from	c
around	c
the	c
world	c
could	c
be	c
seen	c
in	c
the	c
performance	c
in	i
fact	c
their	i
were	c
only	c
six	c
countries	c
involved	c
.	c
"
My suggestion for this point is to invite more people from different countries .,"My	c
suggestion	c
for	c
this	c
point	c
is	c
to	c
invite	c
more	c
people	c
from	c
different	c
countries	c
.	c
"
Furthermore is that some concert halls were definitely to small or in other words to many people attended those concerts .,"Furthermore	c
is	c
that	c
some	c
concert	c
halls	c
were	c
definitely	c
to	i
small	c
or	c
in	c
other	c
words	c
to	i
many	c
people	c
attended	c
those	c
concerts	c
.	c
"
This kind of problem you could avoid when you look for big halls at the begining .,"This	i
kind	i
of	i
problem	i
you	i
could	i
avoid	i
when	i
you	c
look	c
for	c
big	c
halls	c
at	c
the	c
begining	i
.	c
"
Another point where you could improve is when you show more plays and films next year .,"Another	c
point	c
where	c
you	c
could	c
improve	c
is	c
when	i
you	c
show	c
more	c
plays	c
and	c
films	c
next	c
year	c
.	c
"
Nearly at the end of this letter I have to say that the idea with the weekend ticket was really good because it gave to the people the opportunity to attemp a whole weekend for a cheap price .,"Nearly	c
at	c
the	c
end	c
of	c
this	c
letter	c
I	c
have	c
to	c
say	c
that	c
the	c
idea	c
with	i
the	c
weekend	c
ticket	c
was	c
really	c
good	c
because	c
it	c
gave	c
to	c
the	c
people	c
the	c
opportunity	c
to	c
attemp	i
a	i
whole	c
weekend	c
for	c
a	c
cheap	c
price	c
.	c
"
To finish this letter with I would like to give you a good idea for next year .,"To	c
finish	c
this	c
letter	c
with	c
I	c
would	c
like	c
to	c
give	c
you	c
a	c
good	c
idea	c
for	c
next	c
year	c
.	c
"
In my opinion it would be nice if you create an exhibition place where the guests can try to play different instruments .,"In	c
my	c
opinion	c
it	c
would	c
be	c
nice	c
if	c
you	c
create	i
an	c
exhibition	c
place	i
where	c
the	c
guests	c
can	c
try	c
to	c
play	c
different	c
instruments	c
.	c
"
Yours sincerely How can you earn money in your spare time ?,"Yours	c
sincerely	c
How	c
can	c
you	c
earn	c
money	c
in	c
your	c
spare	c
time	c
?	c
"
I think everybody will ask himself this question one day or has already asked it .,"I	c
think	c
everybody	c
will	c
ask	c
himself	c
this	c
question	c
one	c
day	c
or	c
has	c
already	c
asked	c
it	c
.	c
"
Anyway the people where asked this question probably found out that it is n't so easy to earn money or that it is sometimes to much work .,"Anyway	c
the	c
people	c
where	i
asked	c
this	c
question	c
probably	c
found	c
out	c
that	c
it	c
is	c
n't	c
so	c
easy	c
to	c
earn	c
money	c
or	c
that	c
it	c
is	c
sometimes	c
to	i
much	c
work	c
.	c
"
"A traditional way to earn money , in the spare time , is to bring newspapers or magazines to the families in your town or village .","A	c
traditional	c
way	c
to	c
earn	c
money	c
,	c
in	c
the	i
spare	c
time	c
,	c
is	c
to	c
bring	i
newspapers	c
or	c
magazines	c
to	c
the	c
families	c
in	c
your	c
town	c
or	c
village	c
.	c
"
The problems that you have here is the weather .,"The	c
problems	i
that	c
you	c
have	c
here	c
is	c
the	c
weather	c
.	c
"
"For example when it is rainy , because then everything get wet .","For	c
example	c
when	c
it	c
is	c
rainy	c
,	c
because	c
then	c
everything	c
get	i
wet	c
.	c
"
"Another suggestion is that you go to your cinema and ask if they need your help for changing the film rolls , for cleaning the toilets or to do some other small jobs .","Another	c
suggestion	c
is	c
that	c
you	c
go	c
to	c
your	c
cinema	c
and	c
ask	c
if	c
they	c
need	c
your	c
help	c
for	i
changing	c
the	c
film	c
rolls	c
,	c
for	c
cleaning	c
the	c
toilets	c
or	c
to	i
do	i
some	c
other	c
small	c
jobs	c
.	c
"
"But in the case that you really want to do some interesting work in your spare time you should try to sell something where you 're good at , I mean if you 're interested in computers you should try to provide your service for other people .","But	c
in	c
the	c
case	c
that	c
you	c
really	c
want	c
to	c
do	c
some	c
interesting	c
work	c
in	c
your	c
spare	c
time	c
you	c
should	c
try	c
to	c
sell	c
something	c
where	i
you	c
're	c
good	c
at	c
,	c
I	c
mean	c
if	c
you	c
're	c
interested	c
in	c
computers	c
you	c
should	c
try	c
to	c
provide	c
your	c
service	c
for	c
other	c
people	c
.	c
"
Of course in the begining it is hard but you can learn a lot and if you 're good at you 'll also earn some money .,"Of	c
course	c
in	c
the	c
begining	i
it	c
is	c
hard	c
but	c
you	c
can	c
learn	c
a	c
lot	c
and	c
if	c
you	c
're	c
good	c
at	c
you	i
'll	c
also	c
earn	c
some	c
money	c
.	c
"
"Okay do n't wait , there where you 're good at and begin .","Okay	c
do	c
n't	c
wait	c
,	c
there	c
where	c
you	c
're	c
good	c
at	c
and	c
begin	c
.	c
"
Dear Sir / madam I am writing with regard to your advertisment .,"Dear	c
Sir	c
/	c
madam	c
I	c
am	c
writing	c
with	c
regard	c
to	c
your	c
advertisment	i
.	c
"
During my 2 week 's holiday I would like to attend a musical show .,"During	c
my	c
2	c
week	i
's	i
holiday	c
I	c
would	i
like	i
to	c
attend	c
a	c
musical	c
show	c
.	c
"
It was my favorite play .,"It	c
was	c
my	c
favorite	i
play	i
.	c
"
I was very hopefull that I was going to have a good time .,"I	c
was	c
very	c
hopefull	i
that	c
I	c
was	c
going	c
to	c
have	c
a	c
good	c
time	c
.	c
"
But there were many things which went wrong .,"But	c
there	c
were	c
many	i
things	c
which	c
went	c
wrong	c
.	c
"
"Firstly , I have had no discount at paying .","Firstly	c
,	c
I	c
have	c
had	c
no	c
discount	c
at	i
paying	i
.	c
"
"secondly there was delay which got me into trouble , After the show I could n't catch my train .","secondly	i
there	c
was	c
delay	i
which	c
got	c
me	c
into	c
trouble	c
,	c
After	c
the	c
show	c
I	c
could	c
n't	c
catch	c
my	c
train	c
.	c
"
Because I did n't have any plan I decided to have a lunch in theatre restaurant .,"Because	c
I	c
did	c
n't	c
have	c
any	c
plan	c
I	c
decided	c
to	c
have	c
a	c
lunch	c
in	c
theatre	i
restaurant	c
.	c
"
But it was closed .,"But	c
it	c
was	c
closed	c
.	c
"
The worst thing is that I could n't watch my favorite actor .,"The	c
worst	c
thing	c
is	c
that	c
I	c
could	c
n't	c
watch	i
my	c
favorite	i
actor	c
.	c
"
I was so dissapointted with that .,"I	c
was	c
so	c
dissapointted	i
with	i
that	c
.	c
"
I could n't consentrate on the play any more .,"I	c
could	c
n't	c
consentrate	i
on	c
the	c
play	c
any	c
more	c
.	c
"
Contrary to the advertisment everything was disapointing .,"Contrary	i
to	c
the	c
advertisment	i
everything	c
was	c
disapointing	i
.	c
"
I regret to demand all my expenses .,"I	c
regret	c
to	i
demand	c
all	c
my	c
expenses	i
.	i
"
I hope you are going to be take into consideration my terrible situation .,"I	c
hope	c
you	c
are	c
going	c
to	c
be	c
take	c
into	c
consideration	c
my	c
terrible	c
situation	i
.	c
"
I am waiting for a satisfactory answer Yours faithfully Azami Technology has developed increasingly in recent years .,"I	c
am	c
waiting	c
for	c
a	c
satisfactory	c
answer	c
Yours	c
faithfully	c
Azami	c
Technology	c
has	c
developed	c
increasingly	c
in	c
recent	c
years	c
.	c
"
As a result of this our society has changed a lot .,"As	c
a	c
result	c
of	c
this	c
our	c
society	c
has	c
changed	c
a	c
lot	c
.	c
"
On the one hand technology has made our lives more comfortable and easier .,"On	c
the	c
one	c
hand	c
technology	c
has	c
made	c
our	c
lives	c
more	c
comfortable	c
and	c
easier	c
.	c
"
"On the other hand we have faced some problems , such as social and environmental problems .","On	c
the	c
other	c
hand	c
we	c
have	c
faced	c
some	c
problems	c
,	c
such	c
as	c
social	c
and	c
environmental	c
problems	c
.	c
"
Nowadays students have much more facilitis in education than before .,"Nowadays	c
students	c
have	c
much	i
more	c
facilitis	i
in	c
education	c
than	c
before	c
.	c
"
Although in those days the only way of learning was reading .,"Although	c
in	c
those	c
days	c
the	c
only	c
way	c
of	c
learning	c
was	c
reading	c
.	c
"
"These days we can use computer , television and some sophisticated equipment .","These	c
days	c
we	c
can	c
use	c
computer	i
,	c
television	c
and	c
some	c
sophisticated	c
equipment	c
.	c
"
which were unusuall before .,"which	c
were	c
unusuall	i
before	i
.	c
"
Than to technology we can reach any place in the world easily .,"Than	i
to	i
technology	c
we	c
can	c
reach	c
any	c
place	c
in	c
the	c
world	c
easily	c
.	c
"
We can get some information more quickly .,"We	c
can	c
get	c
some	c
information	c
more	c
quickly	c
.	c
"
Technology has a huge effect on our spare time activities as well .,"Technology	c
has	c
a	c
huge	c
effect	c
on	c
our	c
spare	c
time	c
activities	c
as	c
well	c
.	c
"
Children play wit computer instead of usuall plays .,"Children	c
play	c
wit	i
computer	i
instead	c
of	c
usuall	i
plays	i
.	c
"
Despite the huge facilities technology has affected our lives negatively .,"Despite	c
the	c
huge	c
facilities	i
technology	c
has	c
affected	c
our	c
lives	c
negatively	c
.	c
"
There has been change relatinships between people .,"There	c
has	c
been	c
change	i
relatinships	i
between	c
people	c
.	c
"
People are getting more and more lonely .,"People	c
are	c
getting	c
more	c
and	c
more	c
lonely	c
.	c
"
We have noticed the environmential damage in recent years .,"We	c
have	c
noticed	c
the	c
environmential	i
damage	c
in	c
recent	c
years	c
.	c
"
"While we are using technology , we should take into consideration environment .","While	c
we	c
are	c
using	c
technology	c
,	c
we	c
should	c
take	c
into	c
consideration	c
environment	i
.	c
"
We should n't allow to be exploited the world .,"We	c
should	c
n't	c
allow	c
to	i
be	i
exploited	i
the	i
world	i
.	c
"
"If we want to leave a good world to the next generations , we should behave more respectfully againgst the nature .","If	c
we	c
want	c
to	c
leave	c
a	c
good	c
world	c
to	c
the	c
next	c
generations	c
,	c
we	c
should	c
behave	c
more	c
respectfully	c
againgst	i
the	c
nature	c
.	c
"
"Dear Mr. Clark , I 'm a italian student who has come to the last International Arts Festival .","Dear	c
Mr.	c
Clark	c
,	c
I	c
'm	c
a	i
italian	i
student	c
who	c
has	i
come	i
to	c
the	c
last	c
International	c
Arts	c
Festival	c
.	c
"
"I think this festival is a great idea because it 's a possibility to see and to love the art , but , I think also there are some things thas could be changed .","I	c
think	c
this	c
festival	c
is	c
a	c
great	c
idea	c
because	c
it	c
's	c
a	i
possibility	i
to	c
see	c
and	c
to	c
love	i
the	c
art	c
,	c
but	c
,	c
I	c
think	i
also	i
there	c
are	c
some	c
things	c
thas	i
could	c
be	c
changed	c
.	c
"
I noticed that the artists were from only six countries insted that from around the world .,"I	c
noticed	c
that	c
the	c
artists	c
were	c
from	c
only	c
six	c
countries	c
insted	i
that	c
from	c
around	c
the	c
world	c
.	c
"
This choice does n't give many artists the possibility to expresse themself .,"This	c
choice	c
does	c
n't	c
give	c
many	c
artists	c
the	c
possibility	i
to	c
expresse	i
themself	i
.	c
"
Some concert halls were too small and often people could n't see the performances .,"Some	c
concert	c
halls	c
were	c
too	c
small	c
and	c
often	c
people	c
